"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"482698111836782592","","","2014-06-28 01:32:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Unmut der entsteht wenn einem Polizei nicht vor der Drogenmafia Schützt als Kind ist, einem aber Prozess macht wenn man dann Drogen nimmt.","","","",""
"482627969371086848","","","2014-06-27 20:54:09 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Wenn das Internet eine Galaxie wäre, würde es so aussehen  http://t.co/VKVVx2OUEb","","","","http://fb.me/2WVeTmrrl"
"482601862815039488","","119799252","2014-06-27 19:10:25 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@V4N4D1S Apropos http://t.co/bmuAz3Itmb / Proove of Concept, EPFL: https://t.co/fSshXOQDGk / Toolkit: http://t.co/9sfjDUUv9V","","","","http://en.wikipedia.org/wiki/Tempest_(codename),https://www.youtube.com/watch?v=AFWgIAgMtiA,http://anonhq.com/hackers-recreate-the-nsa-spying-kit-using-junkyard-items/http://anonhq.com/hackers-recreate-the-nsa-spying-kit-using-junkyard-items/"
"482536701710315521","","","2014-06-27 14:51:29 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/WZwvFKh13X http://t.co/FljgLD0uRg","","","","http://www.zeit.de/politik/deutschland/2014-06/nsa-pua-untersuchungsausschuss-bnd,http://fb.me/3KmDvVO9u"
"482536593191108608","","","2014-06-27 14:51:03 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","""Mafia mit Rechtsabteilung"": http://t.co/WZwvFKh13X","","","","http://www.zeit.de/politik/deutschland/2014-06/nsa-pua-untersuchungsausschuss-bnd"
"482535527972081664","","","2014-06-27 14:46:49 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/WZwvFKh13X http://t.co/aZFZXfTsff","","","","http://www.zeit.de/politik/deutschland/2014-06/nsa-pua-untersuchungsausschuss-bnd,http://fb.me/2Nhg1ObSV"
"482514024069095424","","","2014-06-27 13:21:22 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","""Ausspähen unter Freunden geht gar nicht""... http://t.co/RBw7Gv8IuX","","","","http://fb.me/3HR8yHf3N"
"482510392418373633","","","2014-06-27 13:06:56 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/e75ATXzpJp","","","","http://fb.me/2OI7TKDyy"
"482501136755458048","","","2014-06-27 12:30:10 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/talT43k6f1","","","","http://fb.me/29gSLKO2X"
"482500136502046722","","","2014-06-27 12:26:11 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @stopbuepf: Österreichisches Verfassungsgericht stoppt #Vorratsdatenspeicherung per sofort! http://t.co/PmY4v9fr0P #BÜPF #stopbuepf #VDS","482486917389615104","2431609602","2014-06-27 11:33:39 +0000","http://futurezone.at/netzpolitik/vfgh-vorratsdatenspeicherung-ist-verfassungswidrig/72.117.810,http://futurezone.at/netzpolitik/vfgh-vorratsdatenspeicherung-ist-verfassungswidrig/72.117.810"
"482271006355369984","","","2014-06-26 21:15:42 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Wohl das übelste Shell-script dass je ein Mensch auf diesem Planeten geschrieben hat, aber es erfüllt seinen Zweck. http://t.co/zRO8EU1TaS","","","","http://fb.me/33NEWOOcP"
"482270586253893633","","","2014-06-26 21:14:02 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Wohl das übelste Shell-script dass je ein Mensch auf diesem Planeten geschrieben hat, aber es erfüllt seinen Zweck. http://t.co/8ThgHqq4DO","","","","http://fb.me/6xuHBiJdi"
"482264253702090752","","","2014-06-26 20:48:52 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Cool http://t.co/clKk9EZYHE","","","","http://fb.me/2Yu1HBEX0"
"482263783361232897","429630431105789953","320247090","2014-06-26 20:47:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@Zwitscherkasten meist Komplexer als ""Medikamente haben's ausgelöst"" / ""Medikamente haben geheilt"", einfache Antwort auf komplexes Probleme.","","","",""
"482190647601147905","","","2014-06-26 15:56:23 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/tbtEDNGg2d","","","","http://fb.me/6UMjtLWXM"
"482158588266549248","","","2014-06-26 13:49:00 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/LdTgqutvXS","","","","http://fb.me/1pwE6tLtz"
"482157874844815360","","","2014-06-26 13:46:10 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/U9gxNGdAxG","","","","http://fb.me/19lYIkPab"
"482157384966864897","","","2014-06-26 13:44:13 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Consumers targeted by invasive corporate data collection http://t.co/5MEa7OxHIP","","","","http://fb.me/3yMDagJH6"
"482157191756251136","","","2014-06-26 13:43:27 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Wenn das iPhone ausgeschaltet ist, ist es nicht wirklich ausgeschaltet. http://t.co/BCMjT3AL8a","","","","http://fb.me/6CFYnSgnS"
"482155977278775297","","","2014-06-26 13:38:37 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Nice!!! http://t.co/UWI0ulccKV","","","","http://fb.me/6lL0ThMxZ"
"482086865563303936","","","2014-06-26 09:04:00 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","https://t.co/LuF3cKbwYF http://t.co/VWdv50KW7E","","","","https://www.youtube.com/watch?v=SAu3REas5C8,http://fb.me/6Ba4oIWek"
"481877226418601984","","","2014-06-25 19:10:58 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","EFF wants you to open your Wi-Fi to IMPROVE privacy http://t.co/VKJzU95fRO","","","","http://fb.me/6BPHHhHWt"
"481851167056863232","","","2014-06-25 17:27:25 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/pjAb8z6h7I","","","","http://fb.me/1ry76a8kG"
"481419748253921280","","","2014-06-24 12:53:06 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/cNC7bl5ihm","","","","http://fb.me/3K4x5aheT"
"481320399427616768","","","2014-06-24 06:18:20 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Netter Verein... http://t.co/Mr2a9tE8Qz","","","","http://fb.me/6xJWk0duM"
"481307067119308800","","","2014-06-24 05:25:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @PCGTW: Read why #TISA is more scary than #TTIP (#TAFTA) or #TPP:
http://t.co/P3Iag7sE0e. #wikileaks #TPPA #WorldTradeCup http://t.co/4R…","481210133666467840","199400127","2014-06-23 23:00:10 +0000","http://bit.ly/1nYN3SG,http://twitter.com/PCGTW/status/481210133666467840/photo/1,http://bit.ly/1nYN3SG,http://twitter.com/PCGTW/status/481210133666467840/photo/1"
"481275448978976769","","","2014-06-24 03:19:43 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/SX5dMqBTuT","","","","http://fb.me/1VpcqElDT"
"481118402619396096","","","2014-06-23 16:55:40 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Da müsste noch stehen, man dafür noch seine Seele dem Teufel verkaufen muss und die Ethik Vorlesungen geschwenzt... http://t.co/obI9OnU1Wh","","","","http://fb.me/1y6zJT1eE"
"481117747032907776","","","2014-06-23 16:53:04 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/p77qG8XXlP","","","","http://fb.me/2uZVpDQSQ"
"480932333298941952","","","2014-06-23 04:36:18 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Ein Film der wachrüttelt. Das Ende ließ mich schockiert zurück! http://t.co/uIhvZngNwE","","","","http://fb.me/2M4y4mo1K"
"480772787943268353","","","2014-06-22 18:02:19 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Internatilnales Intransparentes geheimes ""Trade Agreement"": TISA http://t.co/rBQ6oAnf8q","","","","http://fb.me/3jcnRF9Id"
"480771997384048641","","","2014-06-22 17:59:11 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","https://t.co/jSYjMPegxa http://t.co/50qZeQ4LQH","","","","https://www.youtube.com/watch?v=kDW4R6yn5cQ,http://fb.me/7d005rMgk"
"480768653533917185","","","2014-06-22 17:45:53 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","https://t.co/LQtbwXP56n http://t.co/UCaoBrGic7","","","","https://www.youtube.com/watch?v=rU_dmrwom6c,http://fb.me/1b3ycz3lK"
"480767042975723520","","","2014-06-22 17:39:29 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Methoden wie bei der NSA: Deutscher Geheimdienst bespitzelt die Schweiz http://t.co/TukoggOwPj","","","","http://fb.me/2QuS2DFUS"
"480766842928373760","","","2014-06-22 17:38:42 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Russland entwickelt Prozessoren für staatlich eingesetzte Systeme http://t.co/OZknyOnYxb","","","","http://fb.me/4dbBDG8ja"
"480320829151281152","","","2014-06-21 12:06:24 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/JrCPyBWJSE http://t.co/U9bGg039zJ","","","","http://www.nytimes.com/interactive/2014/06/20/sports/worldcup/how-world-cup-players-are-connected.html,http://fb.me/32MDEpyNJ"
"480319104185020416","","","2014-06-21 11:59:33 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/dtOFY7D7a0","","","","http://fb.me/3zSyrtBC4"
"480316966360854528","","","2014-06-21 11:51:03 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Die Menschen sind sich des Milgram Experiments nicht bewusst. Und der der es anordnet muss allenfalls nicht... http://t.co/4Urc5EEwbH","","","","http://fb.me/1jHMzdJJA"
"480034578393219072","","","2014-06-20 17:08:56 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/NYBwuPmm88","","","","http://fb.me/2qWVlaoaW"
"479310595490324480","","","2014-06-18 17:12:05 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Snowden-Dokumente: Hier sitzt die NSA in Deutschland - SPIEGEL ONLINE http://t.co/qXIeR918xY","","","","http://fb.me/6Yvec3Ju3"
"479165941595799553","","","2014-06-18 07:37:17 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/c8OFBuYAJh http://t.co/P8qBtkMRcM","","","","http://timesnewgeek.blogspot.com/2014/06/would-you-survive-in-game-of-thrones.html,http://fb.me/6CvDXP9jW"
"478961631826030592","","","2014-06-17 18:05:26 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Warum wird toleriert wenn gemobt oder in den Wahnsinn getrieben wird, wenn dann einer Suizid oder Amok begeht sind alles brave Schäfchen???","","","",""
"478838698780684288","","","2014-06-17 09:56:56 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/RYtjorFkv5","","","","http://fb.me/2YVVwMyPM"
"478804203645984768","","","2014-06-17 07:39:52 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/Ywe2f6KyHc","","","","http://fb.me/28zFRaUg4"
"478803774908407808","","","2014-06-17 07:38:10 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","20 Minuten - Sohn von Ueli Maurer mit Cannabis verhaftet - News http://t.co/7vQvlxUYw9","","","","http://fb.me/6yZGqgSC6"
"478639693165518848","","","2014-06-16 20:46:10 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @GeorgieBC: Things we would probably know a lot more about if we didn't spend all of our time and energy killing each other: http://t.co…","478610334039539712","180471019","2014-06-16 18:49:30 +0000","http://www.newscientist.com/article/dn25723-massive-ocean-discovered-towards-earths-core.html#.U589yo0YZrz,http://www.newscientist.com/article/dn25723-massive-ocean-discovered-towards-earths-core.html#.U589yo0YZrz"
"478605065578881024","","","2014-06-16 18:28:34 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Hab gerade mein WM-Bier und Bratwurst Budget an UNICEF gespendet...... http://t.co/6TtJWAecjj","","","","http://fb.me/2SJmYNtXW"
"478600866766004224","","","2014-06-16 18:11:53 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @Piratenpartei: Seid ihr auch von der WM gebannt? Vorsicht, sonst verpasst ihr leicht, was derzeit im Bundestag passiert! http://t.co/v1…","478584194550222848","14341194","2014-06-16 17:05:38 +0000","http://www.deutschlandfunk.de/ablenkungsmanoever-was-der-bundestag-waehrend-der-wm-alles.862.de.html?dram:article_id=289028,http://www.deutschlandfunk.de/ablenkungsmanoever-was-der-bundestag-waehrend-der-wm-alles.862.de.html?dram:article_id=289028"
"478393616927588352","","","2014-06-16 04:28:21 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","http://t.co/TOfgyFkqje","","","","http://fb.me/1cbQAqWjx"
"478215761505558528","","","2014-06-15 16:41:37 +0000","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","https://t.co/UNdNjMNg3k http://t.co/sjLSMkY8qi","","","","https://www.youtube.com/watch?v=CCp_3zw-CxA,http://fb.me/3tTaUNVcH"
